brand,series,model,fuel_type,gear_type,engine_cc,hp
Audi,A8,3.0 Tfsi Quattro Tiptronic,Benzin,Otomatik,2979.0,
Audi,A8,L 3.0 Tfsi Quattro Tiptronic,Benzin,Otomatik,2979.0,
Audi,A8,L 4.2 Tdi Quattro Tiptronic,Dizel,Otomatik,,
Audi,A1,1.2 Tfsi (86),Benzin,Manuel,1197.0,
Audi,A1,1.4 Tfsi (185) S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,2.0 Tdi (143) Multitronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi (143) Multitronic,Dizel,Otomatik,1984.0,
Audi,A3,1.2 Tfsi (105),Benzin,Manuel,1197.0,
Audi,A3,1.2 Tfsi (105) S Tronic,Benzin,Otomatik,1197.0,
Audi,A3,Sportback 1.2 Tfsi (105),Benzin,Manuel,1197.0,
Audi,A3,Sportback 1.2 Tfsi (105) S Tronic,Benzin,Otomatik,1197.0,
Audi,A6,3.0 Tfsi Quattro Stronic,Benzin,Manuel,2979.0,
Audi,A6,3.0 Tdi Quattro Stronic,Dizel,Manuel,2979.0,
Audi,A6,2.0 Tdi (177) Multitronic,Dizel,Otomatik,1984.0,
Audi,A8,L W12 6.3 Fsi Quattro Tiptronic,Benzin,Otomatik,,
Audi,Rs3,Sportback,Benzin,Manuel,,
Audi,A3,Cabriolet 1.2 Tfsi (105),Benzin,Manuel,1197.0,
Audi,A3,Cabriolet 1.6 Tdi (105),Dizel,Manuel,1598.0,
Audi,Rs5,4.2 Fsi,Benzin,Manuel,,
Audi,Q3,2.0 Tdi Quattro Stronic (177),Dizel,Manuel,1984.0,
Audi,Q7,4.2 Tdi Quattro Tiptronic,Dizel,Otomatik,,
Audi,Tt,Coupe 2.0 Tfsi Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,Tt,Rs Coupe,Benzin,Manuel,,
Audi,Tt,Rs Coupe S Tronic,Benzin,Otomatik,,
Audi,Tt,Rs Roadstar,Benzin,Manuel,,
Audi,Tt,Rs Roadstar S Tronic,Benzin,Otomatik,,
Audi,R8,Spyder 4.2 Fsi,Benzin,Manuel,,
Audi,R8,Spyder 4.2 Fsi R Tronic,Benzin,Otomatik,,
Audi,R8,Spyder 5.2 Fsi Quattro,Benzin,Manuel,,
Audi,R8,Spyder 5.2 Fsi Quattro R Tronic,Benzin,Otomatik,,
Audi,S3,S Tronic,Benzin,Otomatik,,
Audi,A6,Avant 3.0 Tfsi Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A6,Avant 2.0 Tdi (177) Multitronic,Dizel,Otomatik,1984.0,
Audi,A6,Avant 3.0 Tdi Quattro S Tronic,Dizel,Otomatik,2979.0,
Audi,Tt,Coupe 1.8 Tfsi Stronic (160),Benzin,Manuel,1798.0,
Audi,Tt,Roadstar 1.8 Tfsi S Tronic (160),Benzin,Otomatik,1798.0,
Audi,Tt,Roadstar 2.0 Tdi Quattro S Tronic (170),Dizel,Otomatik,1984.0,
Audi,Tt,Roastar 2.0 Tfsi S Tronic (211),Benzin,Otomatik,1984.0,
Audi,Tt,Roadstar 2.0 Tfsi Quattro S Tronic (211),Benzin,Otomatik,1984.0,
Audi,Tt,Coupe 2.0 Tdi (170) Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A5,Coupe 2.0 Tdi (177) Multironic,Dizel,Manuel,1984.0,
Audi,A5,Sportback 2.0 Tdi (177) Multitronic,Dizel,Otomatik,1984.0,
Audi,A4,1.8 Tfsi 170 Multitronic Pi,Benzin,Otomatik,1798.0,
Audi,A4,2.0 Tfsi 211 Quattro S Tronic Pi,Benzin,Otomatik,1984.0,
Audi,A4,2.0 Tdi 177 Multitronic Pi,Dizel,Otomatik,1984.0,
Audi,S4,S Tronic Pi,Benzin,Otomatik,,
Audi,A4,Avant 1.8 Tfsi 170 Multitronic Pi,Benzin,Otomatik,1798.0,
Audi,A4,Avant 2.0 Tfsi 211 Quattro S Tronic Pi,Benzin,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 177 Multitronic Pi,Dizel,Otomatik,1984.0,
Audi,S4,Avant S Tronic Pi,Benzin,Otomatik,,
Audi,S5,3.0 Tfsi Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A1,Sportback 1.2 Tfsi (86),Benzin,Manuel,1197.0,
Audi,A1,Sportback 1.4 Tfsi (122) S Tronic,Benzin,Otomatik,1395.0,
Audi,A1,Sportback 1.4 Tfsi (185) S Tronic,Benzin,Otomatik,1395.0,
Audi,A1,Sportback 1.6 Tdi (90) S Tronic,Dizel,Otomatik,1598.0,
Audi,A5,Coupe 1.8 Tfsi (170) Multitronic Pi,Benzin,Otomatik,1798.0,
Audi,A5,Coupe 2.0 Tfsi (211) Quattro S Tronic Pi,Benzin,Otomatik,1984.0,
Audi,A5,Coupe 2.0 Tdi (177) Multitronic,Dizel,Otomatik,1984.0,
Audi,S5,Coupe Pi,Benzin,Manuel,,
Audi,Rs5,Pi,Benzin,Manuel,,
Audi,A5,Sportback 2.0 Tfsi 211 Quattro S Tronic Pi,Benzin,Otomatik,1984.0,
Audi,A5,Sportback 2.0 Tdi (177) Multitronic Pi,Dizel,Otomatik,1984.0,
Audi,S5,Sportback Pi,Benzin,Manuel,,
Audi,A8,L 3.0 Tdi (250) Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,S3,Sportback S Tronic,Benzin,Otomatik,,
Audi,A4,Allroad 2.0 Tdi 177 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A4,Allroad 2.0 Tfsi 211 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A5,Cabrio 1.8 Tfsi 170 Multitronic,Benzin,Otomatik,1798.0,
Audi,A5,Cabrio 2.0 Tfsi 211 Quattro S Tronic Pi,Benzin,Otomatik,1984.0,
Audi,A5,Cabrio 2.0 Tdi 177 Multitronic Pi,Dizel,Otomatik,1984.0,
Audi,S5,Cabrio Pi,Benzin,Manuel,,
Audi,S6,4.0 Tfsi 420 Quattro S Tronic,Benzin,Otomatik,,
Audi,S6,Avant 4.0 Tfsi 420 Quattro S Tronic,Benzin,Otomatik,,
Audi,S7,Sportback 4.0 Tfsi 420 Quattro S Tronic,Benzin,Otomatik,,
Audi,S8,4.0 Tfsi 520 Quattro Tiptronic,Benzin,Otomatik,,
Audi,A3,1.4 Tfsi 122 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi 122 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi 122 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.6 Tdi 105 Attraction S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,1.6 Tdi 105 Ambition S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,1.6 Tdi 105 Ambiente S Tronic,Dizel,Otomatik,1598.0,
Audi,Rs4,Avant Pi,Benzin,Manuel,,
Audi,Q5,2.0 Tfsi 225 Quattro S Tronic Pi,Benzin,Otomatik,1984.0,
Audi,Ttrs,Plus Coupe S Tronic,Benzin,Otomatik,,
Audi,Q5,2.0 Tdi 177 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A1,Sportback 1.4 Tfsi 185 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A6,3.0 Tdi 313 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,A6,Avant 3.0 Tdi 313 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,A5,Sportback 2.0 Tdi 177 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A7,Sportback 3.0 Tfsi 310 Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A7,Sportback 3.0 Tdi 245 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,A7,Sportback 3.0 Tdi 313 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,A3,Sportback 1.4 Tfsi 122 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.6 Tdi 105 Attraction S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.4 Tfsi 122 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi Attraction (122),Benzin,Manuel,1395.0,
Audi,A4,2.0 Tdi 177 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A3,1.4 Tfsi 140 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,S3,2.0 Tfsi 280 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,S3,Sportback 2.0 Tfsi 280 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,2.0 Tdi 150 Multitronic Pi,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 177 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A5,Coupe 2.0 Tdi 177 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A6,2.0 Tfsi 180 Multitronic,Benzin,Otomatik,1984.0,
Audi,Rs6,Avant 4.0 Tfsi 560 Quattro Tiptronic,Benzin,Otomatik,,
Audi,A6,Allroad 3.0 Tdi 313 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,A3,Sportback 1.4 Tfsi 122 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.4 Tfsi 140 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,Avant 2.0 Tdi 150 Multronic Pi,Dizel,Manuel,1984.0,
Audi,A6,Allroad 3.0 Tdi 245 Quattro S Tronic,Dizel,Otomatik,2979.0,
Audi,Rs7,Sportback 4.0 Tfsi 560 Quattro Tiptronic,Benzin,Otomatik,,
Audi,R8,4.2 Fsi Quattro Pi,Benzin,Manuel,,
Audi,A3,Sedan 1.4 Tfsi 140 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.4 Tfsi 140 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.6 Tdi 105 Ambition S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.4 Tfsi 140 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.6 Tdi 105 Ambition S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sedan 1.6 Tdi 105 Attraction S Tronic,Dizel,Otomatik,1598.0,
Audi,Q3,1.4 Tfsi 150 S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,2.0 Tfsi 225 Quattro Stronic Pi,Benzin,Manuel,1984.0,
Audi,A4,Avant 2.0 Tfsi 225 Quattro Stronic Pi,Benzin,Manuel,1984.0,
Audi,A4,Allroad 2.0 Tfsi 225 Quattro Stronic Pi,Benzin,Manuel,1984.0,
Audi,A5,Coupe 2.0 Tfsi 225 Quattro Stronic Pi,Benzin,Manuel,1984.0,
Audi,A5,Sportback 2.0 Tfsi 225 Quattro Stronic Pi,Benzin,Manuel,1984.0,
Audi,A5,Cabrio 2.0 Tfsi 225 Quattro Stronic Pi,Benzin,Manuel,1984.0,
Audi,A3,Sportback 1.6 Tdi 105 Ambiente Stronic,Dizel,Manuel,1598.0,
Audi,A3,Sedan 1.4 Tfsi 140 Ambition Stronic,Benzin,Manuel,1395.0,
Audi,S3,Sedan 2.0 Tfsi 280 Quattro Stronic,Benzin,Manuel,1984.0,
Audi,A3,Cabrio 1.4 Tfsi 140 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A8,3.0 Tdi 258 Quattro Tiptronic Pi,Dizel,Otomatik,2979.0,
Audi,A8,3.0 Tfsi 310 Quattro Tiptronic Pi,Benzin,Otomatik,2979.0,
Audi,A8,4.0 Tfsi 435 Quattro Tiptronic Pi,Benzin,Otomatik,,
Audi,A8,4.2 Tdi 385 Quattro Tiptronic Pi,Dizel,Otomatik,,
Audi,S8,4.0 Tfsi 520 Quattro Tiptronic Pi,Benzin,Otomatik,,
Audi,A8,L 3.0 Tdi 258 Quattro Tiptronic Pi,Dizel,Otomatik,2979.0,
Audi,A8,L 3.0 Tfsi 310 Quattro Tiptronic Pi,Benzin,Otomatik,2979.0,
Audi,A8,L 4.0 Tfsi 435 Quattro Tiptronic Pi,Benzin,Otomatik,,
Audi,A8,L 4.2 Tdi 385 Quattro Tiptronic Pi,Dizel,Otomatik,,
Audi,A8,L W12 6.3 Fsi 500 Quattro Tiptronic Pi,Benzin,Otomatik,,
Audi,A3,Sedan 1.6 Tdi Ambiente S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,1.4 Tfsi 150 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.4 Tfsi 150 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.4 Tfsi 150 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Cabrio 1.4 Tfsi 150 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,Q5,2.0 Tdi 190 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A3,Sportback 1.4 Tfsi 125 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.6 Tdi 110 Ambiente S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.4 Tfsi 125 Ambiente Stronic,Benzin,Manuel,1395.0,
Audi,A3,Sportback 1.4 Tfsi 125 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.4 Tfsi 150 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.4 Tfsi 150 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.6 Tdi 110 Ambiente S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.6 Tdi 110 Ambition S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,1.4 Tfsi 125 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi 125 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi 150 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi 150 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.6 Tdi 110 Ambiente S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,1.6 Tdi 110 Ambition S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sedan 1.4 Tfsi 125 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.4 Tfsi 125 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,1.4 Tfsi 125 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.4 Tfsi 150 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.4 Tfsi 150 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Cabriolet 1.4 Tfsi 150 Ambiente S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Cabriolet 1.4 Tfsi 150 Ambition S Tronic,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.6 Tdi 110 S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,1.6 Tdi 110 Attraction S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sedan 1.6 Tdi 110 Attraction S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.6 Tdi 110 Attraction S Tronic,Dizel,Otomatik,1598.0,
Audi,S3,2.0 Tfsi 285 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,S3,Sportback 2.0 Tfsi 285 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,S3,Sedan 2.0 Tfsi 285 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A3,Sedan 1.4 Tfsi 125 Attraction S Tronic,Benzin,Otomatik,1395.0,
Audi,S4,3.0 Tfsi 333 Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A5,Coupe 2.0 Tdi 190 Multitronic,Dizel,Otomatik,1984.0,
Audi,A5,Coupe 2.0 Tdi 190 Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,S5,Coupe 3.0 Tfsi 333 Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A5,Sportback 2.0 Tdi 190 Multitronic,Dizel,Otomatik,1984.0,
Audi,A5,Sportback 2.0 Tdi 190 Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,S5,Sportback 3.0 Tfsi 333 Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,S5,Cabrio 3.0 Tfsi 333 Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A6,3.0 Tdi 245 Quattro S Tronic,Dizel,Otomatik,2979.0,
Audi,A7,Sportback 3.0 Tdi 272 Quattro Stronic Pi,Dizel,Manuel,2979.0,
Audi,A7,Sportback 3.0 Tdi 320 Quattro Tiptronic Pi,Dizel,Otomatik,2979.0,
Audi,A6,2.0 Tdi (190) S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A6,3.0 Tdi (272) Quattro S Tronic Pi,Dizel,Otomatik,2979.0,
Audi,A6,3.0 Tdi (320) Quattro Tiptronic Pi,Dizel,Otomatik,2979.0,
Audi,S4,Avant 3.0 Tfsi 333 Quattro S Tronic,Benzin,Otomatik,2979.0,
Audi,A6,3.0 Tfsi 333 Quattro S Tronic Pi,Benzin,Otomatik,2979.0,
Audi,Q5,2.0 Tfsi 225 Quattro Tiptronic,Benzin,Otomatik,1984.0,
Audi,Q7,3.0 Tdi 245 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,R8,4.2 Fsi 430 Quattro R Tronic,Benzin,Otomatik,,
Audi,A6,Avant 2.0 Tdi 190 S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A6,Allroad 3.0 Tdi 272 Quattro S Tronic Pi,Dizel,Otomatik,2979.0,
Audi,A6,Allroad 3.0 Tdi 320 Quattro Tiptronic Pi,Dizel,Otomatik,2979.0,
Audi,Q3,1.4 Tfsi 150 S Tronic Pi,Benzin,Otomatik,1395.0,
Audi,Q3,2.0 Tdi 184 Quattro S Tronic Pi,Dizel,Otomatik,1984.0,
Audi,A1,Sportback 1.0 Tfsi 95 Basic S Tronic Pi,Benzin,Otomatik,999.0,
Audi,A1,Sportback 1.0 Tfsi 95 Sport S Tronic Pi,Benzin,Otomatik,999.0,
Audi,A1,Sportback 1.4 Tfsi 125 Basic S Tronic Pi,Benzin,Otomatik,1395.0,
Audi,A1,Sportback 1.4 Tfsi 125 Sport S Tronic Pi,Benzin,Otomatik,1395.0,
Audi,A1,Sportback 1.6 Tdi 116 Basic S Tronic Pi,Dizel,Otomatik,1598.0,
Audi,A1,Sportback 1.6 Tdi 116 Sport S Tronic Pi,Dizel,Otomatik,1598.0,
Audi,Q7,3.0 Tdi 272 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,Rs3,Sportback 2.5 Tfsi,Benzin,Manuel,2494.0,
Audi,A3,Sportback 1.2 Tfsi 110 Attraction,Benzin,Manuel,1197.0,
Audi,A3,Sedan 1.2 Tfsi 110 Attraction,Benzin,Manuel,1197.0,
Audi,A8,2.0 Tfsi Hybrid,Hibrit,Manuel,1984.0,
Audi,A4,2.0 Tdi 190 Multitronic,Dizel,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Multitronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Quattro Stronic,Dizel,Manuel,1984.0,
Audi,A4,Allroad 2.0 Tdi 190 Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A5,Sportback 2.0 Tfsi 230 Quattros Tronic,Benzin,Otomatik,1984.0,
Audi,Q5,2.0 Tfsi 230 Quattro Tiptronic,Benzin,Otomatik,1984.0,
Audi,Q7,2.0 Tfsi 252 Quattro Tiptronic,Benzin,Otomatik,1984.0,
Audi,A6,2.0 Tdi 190 Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A6,Avant 2.0 Tdi 190 Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A7,Sportback 2.0 Tfsi 252 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A3,Sedan 1.6 Tdi 110 Ambition S Tronic,Dizel,Otomatik,1598.0,
Audi,A4,1.4 Tfsi 150 S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,1.4 Tfsi 150 Design S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,1.4 Tfsi 150 Sport S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,2.0 Tfsi 252 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,2.0 Tfsi 252 Design Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,2.0 Tfsi 252 Sport Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Design S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Sport S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Design Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Sport Quattro S Tronic,Dizel,Otomatik,1984.0,
Audi,A3,Sportback 1.2 Tfsi 110 Ambiente,Benzin,Manuel,1197.0,
Audi,S3,Sportback 2.0 Tfsi 300 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,S3,Sedan 2.0 Tfsi 300 Quattro Stronic,Benzin,Manuel,1984.0,
Audi,Tts,Coupe 2.0 Tfsi 310 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,Avant 1.4 Tfsi 150 Stronic,Benzin,Manuel,1395.0,
Audi,A4,Avant 2.0 Tfsi 252 Quattro Stronic,Benzin,Manuel,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Stronic,Dizel,Manuel,1984.0,
Audi,Rs6,Avant Performance 4.0 Tfsi 605 Quattrotip,Benzin,Manuel,,
Audi,Rs7,Sportback Performance 4.0 Tfsi 605 Quat.T,Benzin,Manuel,,
Audi,S8,Plus 4.0 Tfsi 605 Quattro Tiptronic,Benzin,Otomatik,,
Audi,A3,Sportback 1.2 Tfsi 110 Attraction Stronic,Benzin,Manuel,1197.0,
Audi,A3,Sportback 1.2 Tfsi 110 Ambiente Stronic,Benzin,Manuel,1197.0,
Audi,A3,Sportback 1.0 Tfsi 116 S Tronic Pi,Benzin,Otomatik,999.0,
Audi,A3,Sportback 1.0Tfsi 116 Sportline Stronic Pi,Benzin,Manuel,,
Audi,A3,Sportback 1.0Tfsi 116 Designline Stronicpi,Benzin,Manuel,,
Audi,A3,Sportback 1.4 Tfsi 150 Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Sportback 1.4Tfsi 150 Sportline Stronic Pi,Benzin,Manuel,,
Audi,A3,Sportback 1.4Tfsi150 Designline Stronic Pi,Benzin,Manuel,,
Audi,A3,Sportback 1.6 Tdi 110 S Tronic Pi,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.6 Tdi 110 Sport Line S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sportback 1.6 Tdi 110 Design Line S Tronic,Dizel,Otomatik,1598.0,
Audi,A3,Sedan 1.0 Tfsi 116 Stronic Pi,Benzin,Manuel,999.0,
Audi,A3,Sedan 1.0 Tfsi 116 Spor Tline Stronic Pi,Benzin,Manuel,999.0,
Audi,A3,Sedan 1.0 Tfsi 116 Design Line Stronic Pi,Benzin,Manuel,999.0,
Audi,A3,Sedan 1.4 Tfsi 150 Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Sedan 1.4 Tfsi 150 Sport Line Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Sedan 1.4 Tfsi 150 Design Line Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Sedan 1.6 Tdi 110 Stronic Pi,Dizel,Manuel,1598.0,
Audi,A3,Sedan 1.6 Tdi 110 Sport Line Stronic Pi,Dizel,Manuel,1598.0,
Audi,A3,Sedan 1.6 Tdi 110 Design Line Stronic Pi,Dizel,Manuel,1598.0,
Audi,A3,Cabrio 1.4 Tfsi 150 Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Cabrio 1.4 Tfsi 150 Sport Line Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Cabrio 1.4 Tfsi 150 Design Line Stronic Pi,Benzin,Manuel,1395.0,
Audi,A3,Sportback 1.0 Tfsi 116 Dynamic S Tronic Pi,Benzin,Otomatik,999.0,
Audi,A3,Sportback 1.4 Tfsi 150 Dynamic S Tronic Pi,Benzin,Otomatik,1395.0,
Audi,A3,Sportback 1.6 Tdi 110 Dynamic S Tronic Pi,Dizel,Otomatik,1598.0,
Audi,A3,Sedan 1.0 Tfsi 116 Dynamic S Tronic,Benzin,Otomatik,999.0,
Audi,A3,Sedan 1.4 Tfsi 150 Dynamic S Tronic Pi,Benzin,Otomatik,1395.0,
Audi,A3,Sedan 1.6 Tdi 110 Dynamic S Tronic Pi,Dizel,Otomatik,1598.0,
Audi,A3,Cabrio 1.4 Tfsi 150 Dynamic S Tronic Pi,Benzin,Otomatik,1395.0,
Audi,A4,1.4 Tfsi 150 Dynamic S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,2.0 Tfsi 252 Quattro Dynamic S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Dynamic S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,2.0 Tdi 190 Quattro Dynamic S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 1.4 Tfsi 150 Dynamic S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,Avant 2.0 Tfsi 252 Quattro Dynamic Stronic,Benzin,Manuel,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Dynamic S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Quattro Dynamic S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Allroad 2.0 Tfsi Quattro 252 S Tronic,Benzin,Otomatik,1984.0,
Audi,A8,L 2.0 Tfsi 252 Quattro Tiptronic,Benzin,Otomatik,1984.0,
Audi,A8,L 3.0 Tdi 262 Quattro Tiptronic,Dizel,Otomatik,2979.0,
Audi,Q2,1.4 Tfsi Dynamic S Tronic,Benzin,Otomatik,1395.0,
Audi,Q2,1.4 Tfsi 150 Sport S Tronic,Benzin,Otomatik,1395.0,
Audi,Q2,1.4 Tfsi 150 Design S Tronic,Benzin,Otomatik,1395.0,
Audi,Tt,Coupe 2.0 Tfsi 230 Quattro S Tronic,Benzin,Otomatik,1984.0,
Audi,A4,Avant 1.4 Tfsi 150 Design S Tronic,Benzin,Otomatik,1395.0,
Audi,A4,Avant 2.0 Tdi 190 Sport S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Design S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Quattro Sport S Tronic,Dizel,Otomatik,1984.0,
Audi,A4,Avant 2.0 Tdi 190 Quattro Design S Tronic,Dizel,Otomatik,1984.0,
Audi,A5,Coupe 1.4 Tfsi 150 Dynamic S Tronic,Benzin,Otomatik,1395.0,
Audi,A5,Coupe 1.4 Tfsi 150 Sport S Tronic,Benzin,Otomatik,1395.0,
Audi,A5,Coupe 1.4 Tfsi 150 Design S Tronic,Benzin,Otomatik,1395.0,
Audi,A5,Coupe 2..0 Tdi 190 Quattro Dynamic S Troni,Dizel,Manuel,,
Audi,A5,Coupe 2.0 Tdi 190 Quattro Sport S Tronic,Dizel,Otomatik,1984.0,
